STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/17/1962,0,",,E",80,"H,,S",88,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/18/1962,0,",,E",76,"H,,S",84,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/19/1962,0,",,E",76,"H,,S",87,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/20/1962,0,",,E",81,"H,,S",90,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/21/1962,0,",,E",84,"H,,S",91,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/22/1962,0,",,E",84,"H,,S",90,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/23/1962,0,",,E",84,"H,,S",91,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/24/1962,0,",,E",85,"H,,S",92,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/25/1962,0,",,E",85,"H,,S",92,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/26/1962,0,",,E",81,"H,,S",87,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/27/1962,0,",,E",81,"H,,S",85,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/28/1962,0,",,E",81,"H,,S",87,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/29/1962,0,",,E",82,"H,,S",91,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,6/30/1962,0,",,E",78,"H,,S",86,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/1/1962,0,",,E",78,"H,,S",85,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/2/1962,0,",,E",76,"H,,S",82,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/3/1962,0.03,",,E",74,"H,,S",81,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/4/1962,0,",,E",74,"H,,S",78,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/5/1962,0,",,E",76,"H,,S",81,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/6/1962,0,",,E",80,"H,,S",88,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/7/1962,0,",,E",85,"H,,S",95,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/8/1962,0,",,E",86,"H,,S",92,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/9/1962,0,",,E",81,"H,,S",88,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/10/1962,0,",,E",81,"H,,S",88,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/11/1962,0,",,E",79,"H,,S",86,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/12/1962,0,",,E",83,"H,,S",91,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/13/1962,0,",,E",82,"H,,S",87,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/14/1962,0,",,E",88,"H,,S",97,",,E",79,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/15/1962,0,",,E",85,"H,,S",93,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/16/1962,0,",,E",82,"H,,S",87,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/17/1962,0,",,E",83,"H,,S",89,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/18/1962,0,",,E",83,"H,,S",90,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/19/1962,0,",,E",80,"H,,S",87,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/20/1962,0,",,E",80,"H,,S",86,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/21/1962,0,",,E",81,"H,,S",88,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/22/1962,0,",,E",82,"H,,S",90,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/23/1962,0,",,E",83,"H,,S",92,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/24/1962,0,",,E",87,"H,,S",94,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/25/1962,0,",,E",85,"H,,S",91,",,E",80,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/26/1962,0,",,E",84,"H,,S",90,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/27/1962,0,",,E",85,"H,,S",94,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/28/1962,0,",,E",87,"H,,S",97,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/29/1962,0,",,E",91,"H,,S",100,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/30/1962,0,",,E",90,"H,,S",100,",,E",81,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,7/31/1962,0,",,E",81,"H,,S",92,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/1/1962,0,",,E",84,"H,,S",91,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/2/1962,0,",,E",81,"H,,S",88,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/3/1962,0,",,E",85,"H,,S",95,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/4/1962,0,",,E",83,"H,,S",91,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/5/1962,0,",,E",85,"H,,S",101,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/6/1962,0,",,E",89,"H,,S",100,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/7/1962,0,",,E",89,"H,,S",95,",,E",83,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/8/1962,0,",,E",85,"H,,S",96,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/9/1962,0,",,E",82,"H,,S",95,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/10/1962,0,",,E",83,"H,,S",92,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/11/1962,0,",,E",88,"H,,S",99,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/12/1962,0,",,E",89,"H,,S",96,",,E",81,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/13/1962,0,",,E",87,"H,,S",93,",,E",80,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/14/1962,0,",,E",85,"H,,S",91,",,E",81,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/15/1962,0,",,E",85,"H,,S",91,",,E",80,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/16/1962,0,",,E",87,"H,,S",95,",,E",79,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/17/1962,0,",,E",85,"H,,S",95,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/18/1962,0,",,E",84,"H,,S",92,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/19/1962,0,",,E",85,"H,,S",98,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/20/1962,0,",,E",85,"H,,S",94,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/21/1962,0,",,E",83,"H,,S",92,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/22/1962,0,",,E",82,"H,,S",89,",,E",76,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/23/1962,0,",,E",79,"H,,S",86,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/24/1962,0,",,E",80,"H,,S",87,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/25/1962,0,",,E",82,"H,,S",90,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/26/1962,0,",,E",83,"H,,S",93,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/27/1962,0,",,E",84,"H,,S",94,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/28/1962,0,",,E",85,"H,,S",95,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/29/1962,0,",,E",88,"H,,S",97,",,E",79,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/30/1962,0,",,E",85,"H,,S",96,",,E",78,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,8/31/1962,0,",,E",86,"H,,S",94,",,E",77,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/1/1962,0,",,E",82,"H,,S",88,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/2/1962,0,",,E",82,"H,,S",91,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/3/1962,0,",,E",78,"H,,S",85,",,E",72,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/4/1962,0,",,E",79,"H,,S",89,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/5/1962,0,",,E",80,"H,,S",89,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/6/1962,0,",,E",78,"H,,S",86,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/7/1962,0,",,E",82,"H,,S",94,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/8/1962,0,",,E",81,"H,,S",89,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/9/1962,0,",,E",81,"H,,S",91,",,E",73,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/10/1962,0,",,E",78,"H,,S",83,",,E",74,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/11/1962,0,",,E",75,"H,,S",84,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/12/1962,0,",,E",78,"H,,S",89,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/13/1962,0,",,E",79,"H,,S",89,",,E",70,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/14/1962,0,",,E",80,"H,,S",90,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/15/1962,0,",,E",75,"H,,S",84,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/16/1962,0,",,E",75,"H,,S",85,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/17/1962,0,",,E",74,"H,,S",82,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/18/1962,0,",,E",76,"H,,S",82,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/19/1962,0,",,E",78,"H,,S",84,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/20/1962,0,",,E",80,"H,,S",88,",,E",71,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/21/1962,0,",,E",81,"H,,S",90,",,E",75,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/22/1962,0.07,",,E",75,"H,,S",83,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/23/1962,0.4,",,E",65,"H,,S",71,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/24/1962,0,",,E",67,"H,,S",75,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/25/1962,1.07,",,E",67,"H,,S",73,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/26/1962,1.19,",,E",67,"H,,S",72,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/27/1962,0,",,E",71,"H,,S",79,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/28/1962,0,",,E",73,"H,,S",78,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/29/1962,0,",,E",75,"H,,S",82,",,E",69,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,9/30/1962,0,",,E",75,"H,,S",81,",,E",68,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/1/1962,0,",,E",71,"H,,S",78,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/2/1962,0.41,",,E",67,"H,,S",74,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/3/1962,0.06,",,E",69,"H,,S",76,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/4/1962,0.02,",,E",68,"H,,S",73,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/5/1962,0,",,E",70,"H,,S",75,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/6/1962,0,",,E",69,"H,,S",77,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/7/1962,0,",,E",69,"H,,S",76,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/8/1962,0,",,E",68,"H,,S",76,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/9/1962,0,",,E",68,"H,,S",73,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/10/1962,0,",,E",65,"H,,S",69,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/11/1962,0,",,E",66,"H,,S",72,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/12/1962,0,",,E",66,"H,,S",73,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/13/1962,0,",,E",68,"H,,S",76,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/14/1962,0,",,E",69,"H,,S",74,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/15/1962,0,",,E",70,"H,,S",77,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/16/1962,0,",,E",70,"H,,S",77,",,E",66,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/17/1962,0.01,",,E",71,"H,,S",77,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/18/1962,0.57,",,E",68,"H,,S",73,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/19/1962,0,",,E",68,"H,,S",75,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/20/1962,0.12,",,E",68,"H,,S",73,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/21/1962,0,",,E",65,"H,,S",70,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/22/1962,0,",,E",62,"H,,S",68,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/23/1962,0,",,E",61,"H,,S",68,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/24/1962,0,",,E",61,"H,,S",67,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/25/1962,0,",,E",63,"H,,S",71,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/26/1962,0,",,E",64,"H,,S",69,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/27/1962,0,",,E",65,"H,,S",71,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/28/1962,0,",,E",65,"H,,S",74,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/29/1962,0.01,",,E",66,"H,,S",71,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/30/1962,0.16,",,E",71,"H,,S",77,",,E",63,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,10/31/1962,0.6,",,E",67,"H,,S",76,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/1/1962,0.52,",,E",67,"H,,S",70,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/2/1962,0.24,",,E",66,"H,,S",72,",,E",62,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/3/1962,,,62,"H,,S",72,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/4/1962,0,",,E",63,"H,,S",73,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/5/1962,0,",,E",64,"H,,S",71,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/6/1962,0.63,",,E",61,"H,,S",63,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/7/1962,0,",,E",63,"H,,S",73,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/8/1962,0,",,E",61,"H,,S",67,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/9/1962,0,",,E",61,"H,,S",67,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/10/1962,0,",,E",69,"H,,S",72,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/11/1962,0.05,",,E",71,"H,,S",75,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/12/1962,0.02,",,E",69,"H,,S",73,",,E",67,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/13/1962,0.33,",,E",63,"H,,S",67,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/14/1962,0,",,E",66,"H,,S",71,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/15/1962,0,",,E",67,"H,,S",71,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/16/1962,0,",,E",69,"H,,S",72,",,E",65,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/17/1962,0.13,",,E",65,"H,,S",71,",,E",61,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/18/1962,0,",,E",64,"H,,S",71,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/19/1962,0,",,E",66,"H,,S",71,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/20/1962,0.01,",,E",68,"H,,S",72,",,E",64,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/21/1962,0.19,",,E",64,"H,,S",71,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/22/1962,0,",,E",61,"H,,S",69,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/23/1962,0,",,E",62,"H,,S",67,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/24/1962,0,",,E",66,"H,,S",72,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/25/1962,,,63,"H,,S",69,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/26/1962,0,",,E",57,"H,,S",67,",,E",48,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/27/1962,0.02,",,E",57,"H,,S",65,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/28/1962,0.01,",,E",60,"H,,S",63,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/29/1962,0.15,",,E",63,"H,,S",68,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,11/30/1962,0.41,",,E",63,"H,,S",72,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/1/1962,0.19,",,E",58,"H,,S",63,",,E",55,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/2/1962,0.91,",,E",53,"H,,S",58,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/3/1962,1.54,",,E",53,"H,,S",59,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/4/1962,0.02,",,E",52,"H,,S",54,",,E",49,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/5/1962,0,",,E",50,"H,,S",54,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/6/1962,0,",,E",49,"H,,S",55,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/7/1962,0,",,E",47,"H,,S",52,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/8/1962,0,",,E",46,"H,,S",51,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/9/1962,0,",,E",47,"H,,S",51,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/10/1962,0,",,E",47,"H,,S",58,",,E",40,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/11/1962,0.02,",,E",50,"H,,S",56,",,E",40,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/12/1962,0.03,",,E",49,"H,,S",53,",,E",45,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/13/1962,0,",,E",53,"H,,S",65,",,E",41,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/14/1962,0.01,",,E",64,"H,,S",66,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/15/1962,0,",,E",62,"H,,S",69,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/16/1962,0,",,E",60,"H,,S",66,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/17/1962,0,",,E",63,"H,,S",67,",,E",59,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/18/1962,0.95,",,E",52,"H,,S",60,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/19/1962,0.17,",,E",48,"H,,S",55,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/20/1962,0.26,",,E",50,"H,,S",56,",,E",41,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/21/1962,1,",,E",48,"H,,S",57,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/22/1962,0.08,",,E",45,"H,,S",51,",,E",39,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/23/1962,0.07,",,E",44,"H,,S",49,",,E",39,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/24/1962,0.06,",,E",44,"H,,S",49,",,E",38,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/25/1962,0.01,",,E",46,"H,,S",48,",,E",42,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/26/1962,0,",,E",56,"H,,S",63,",,E",46,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/27/1962,0.13,",,E",61,"H,,S",64,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/28/1962,0.12,",,E",58,"H,,S",64,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/29/1962,,,56,"H,,S",58,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/30/1962,0.05,",,E",62,"H,,S",63,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,12/31/1962,0,",,E",62,"H,,S",69,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/1/1963,0,",,E",59,"H,,S",67,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/2/1963,0,",,E",57,"H,,S",65,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/3/1963,0,",,E",56,"H,,S",58,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/4/1963,0,",,E",62,"H,,S",65,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/5/1963,0,",,E",59,"H,,S",65,",,E",56,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/6/1963,0,",,E",59,"H,,S",64,",,E",52,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/7/1963,0,",,E",62,"H,,S",66,",,E",57,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/8/1963,0,",,E",63,"H,,S",68,",,E",60,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/9/1963,0,",,E",59,"H,,S",65,",,E",54,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/10/1963,0,",,E",56,"H,,S",64,",,E",49,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/11/1963,0,",,E",60,"H,,S",70,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/12/1963,0,",,E",60,"H,,S",66,",,E",50,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/13/1963,0,",,E",62,"H,,S",67,",,E",58,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/14/1963,0,",,E",57,"H,,S",61,",,E",53,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/15/1963,0,",,E",51,"H,,S",56,",,E",49,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/16/1963,0,",,E",47,"H,,S",52,",,E",43,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/17/1963,0,",,E",41,"H,,S",49,",,E",33,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/18/1963,0,",,E",53,"H,,S",60,",,E",37,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/19/1963,0,",,E",59,"H,,S",62,",,E",55,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/20/1963,0.24,",,E",58,"H,,S",65,",,E",51,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/21/1963,0.03,",,E",52,"H,,S",58,",,E",47,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/22/1963,0.01,",,E",47,"H,,S",50,",,E",44,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/23/1963,0,",,E",40,"H,,S",45,",,E",39,",,E"
GR000016716,"HELLINIKON, GR",37.9,23.75,10,1/24/1963,0,",,E",38,"H,,S",41,",,E",35,",,E"
